cl data,,na data,,k data,,a data,
X,Y,X,Y,X,Y,X,Y
1.8927083922011865,68.79165259581382,0.5868516883300369,142.16182242196663,1.8948585994160312,20.044794448132848,1.6310136986301362,52.066588043182435
1.9790452811528678,76.39527341868498,0.34220056866346693,149.90531156292693,1.982025946987536,17.351603447590804,1.7219999999999995,47.52154585865917
2.065309056230574,84.66993033874954,0.4234688667545775,149.91302234770487,2.0719588572572287,14.99635753162653,1.8096164383561646,43.77029846684205
2.1575215456343595,91.68086769875896,0.17123851095727002,150.05793192370402,2.15062715848796,13.146566852312645,1.8871232876712323,40.413680486256
2.2380623057360842,99.14778492232509,0.08716785775956817,150.04995524979583,2.2404312953282473,11.973198120414764,1.9747397260273984,37.25845958450513
2.324410850522747,106.64442897607847,0.003078808357665691,150.21081817361141,2.324630721955355,10.79929761025653,2.0623561643835604,34.50058967613171
2.406891424131111,112.60411473851946,0.2609322705723548,149.897600778149,2.4059910010674708,9.962810406415628,2.1432328767123274,32.33693186972693
2.4915936705283976,118.91412070379535,0.5215512954852286,149.92232846726444,2.4901536352861773,9.126589091704886,2.2308493150684927,31.367141431552184
2.5799116982198362,124.63122879321482,0.8573494748987477,51.51968613340961,2.5771370208156736,8.121794068400646,2.3184657534246567,30.59602649006621
2.6687372845436577,130.13442929004037,1.0339714314307245,50.861078757721714,2.6640468215283675,7.79235743599159,2.4027123287671226,30.022679851220182
2.747270415371575,135.286543823336,2.577296454585414,135.25934060006202,2.7510118108536634,6.956402010411097,2.4869589041095876,28.65463122561914
2.8341943345577842,137.50242554700208,2.6580128665505014,140.33223931655345,2.8378848191579547,6.964644573449505,2.5678356164383556,28.279052889413023
3.006595083356881,138.9192206700253,2.7472835134689655,144.0552189186455,2.9220106609682586,6.4661024541864265,2.6621917808219164,27.50975233602466
2.9235041678440243,138.56122754502485,2.8338989749144456,146.42721584981697,3.008938857885153,5.967826224053596,2.7464383561643833,26.936405697178607
3.0919839643967224,138.92732241818038,2.9177672698659385,148.29242809868683,3.0958302623936444,5.807229189368229,2.82731506849315,26.759502857661232
3.183183808985591,138.93597551403604,3.0073690484600175,148.97629494175072,3.179919311795548,5.646366265552729,2.9216712328767116,26.9835797877166
3.2663128708674773,138.94386284919645,3.0914029092493176,149.32195081110652,3.264026757401662,5.316663744013368,3.0969041095890404,25.441349904744627
3.440653433173213,138.8534265110947,3.1782943137578106,149.1613537764212,3.43506239992465,4.488684992341149,3.2687671232876703,25.288941304545027
3.686515964961853,138.63362256114792,3.267969677168694,149.16986222858995,3.6873847367429593,3.4995774277230396,3.440630136986303,24.739181710967976
0.8617307148912127,42.17304507037724,3.4417156937772777,149.18634735466694,,,3.689999999999998,23.41558559375848
,,3.691180486876398,148.70349269408996,,,,
